0,0,0.100
4.500,-6.760,0.100
4.500,-5.760,0.100
-4.500,-5.760,0.100
-4.500,-6.760,0.100
4.500,-6.760,0.100
4.500,-5.760,0.100
4.500,-5.760,0.200
-4.500,-5.760,0.200
-4.500,-6.760,0.200
4.500,-6.760,0.200
4.500,-5.760,0.200
4.500,-5.760,0.300
-4.500,-5.760,0.300
-4.500,-6.760,0.300
4.500,-6.760,0.300
4.500,-5.760,0.300
-4.500,-6.760,0.300
-4.500,-6.760,0.400
4.500,-6.760,0.400
4.500,-5.760,0.400
-4.500,-5.760,0.400
-4.500,-6.760,0.400
4.500,-5.760,0.400
4.500,-5.760,0.500
-4.500,-5.760,0.500
-4.500,-6.760,0.500
4.500,-6.760,0.500
4.500,-5.760,0.500
-4.500,-5.760,0.500
-4.500,-5.760,0.600
-4.500,-6.760,0.600
4.500,-6.760,0.600
4.500,-5.760,0.600
-4.500,-5.760,0.600
4.500,-6.760,0.600
4.500,-6.760,0.700
4.500,-5.760,0.700
-4.500,-5.760,0.700
-4.500,-6.760,0.700
4.500,-6.760,0.700
4.500,-6.760,0.800
4.500,-5.760,0.800
-4.500,-5.760,0.800
-4.500,-6.760,0.800
4.500,-6.760,0.800
-4.500,-6.760,0.800
-4.500,-6.760,0.900
4.500,-6.760,0.900
4.500,-5.760,0.900
-4.500,-5.760,0.900
-4.500,-6.760,0.900
4.500,-5.760,0.900
4.500,-5.760,1.000
-4.500,-5.760,1.000
-4.500,-6.760,1.000
4.500,-6.760,1.000
4.500,-5.760,1.000
4.500,-5.760,1.100
-4.500,-5.760,1.100
-4.500,-6.760,1.100
4.500,-6.760,1.100
4.500,-5.760,1.100
-4.500,-5.760,1.100
-4.500,-5.760,1.200
-4.500,-6.760,1.200
4.500,-6.760,1.200
4.500,-5.760,1.200
-4.500,-5.760,1.200
-4.500,-6.760,1.200
-4.500,-6.760,1.300
4.500,-6.760,1.300
4.500,-5.760,1.300
-4.500,-5.760,1.300
-4.500,-6.760,1.300
4.500,-5.760,1.300
4.500,-5.760,1.400
-4.500,-5.760,1.400
-4.500,-6.760,1.400
4.500,-6.760,1.400
4.500,-5.760,1.400
4.500,-6.760,1.400
4.500,-6.760,1.500
4.500,-5.760,1.500
-4.500,-5.760,1.500
-4.500,-6.760,1.500
4.500,-6.760,1.500
-4.500,-6.760,1.500
-4.500,-6.760,1.600
4.500,-6.760,1.600
4.500,-5.760,1.600
-4.500,-5.760,1.600
-4.500,-6.760,1.600
-4.500,-6.760,1.700
4.500,-6.760,1.700
4.500,-5.760,1.700
-4.500,-5.760,1.700
-4.500,-6.760,1.700
4.500,-5.760,1.700
4.500,-5.760,1.800
-4.500,-5.760,1.800
-4.500,-6.760,1.800
4.500,-6.760,1.800
4.500,-5.760,1.800
4.500,-6.760,1.800
4.500,-6.760,1.900
4.500,-5.760,1.900
-4.500,-5.760,1.900
-4.500,-6.760,1.900
4.500,-6.760,1.900
-4.500,-6.760,1.900
-4.500,-6.760,2.000
4.500,-6.760,2.000
4.500,-5.760,2.000
-4.500,-5.760,2.000
-4.500,-6.760,2.000
4.500,-6.760,2.000
4.500,-6.760,2.100
4.500,-5.760,2.100
-4.500,-5.760,2.100
-4.500,-6.760,2.100
4.500,-6.760,2.100
-4.500,-5.760,2.100
-4.500,-5.760,2.200
-4.500,-6.760,2.200
4.500,-6.760,2.200
4.500,-5.760,2.200
-4.500,-5.760,2.200
4.500,-5.760,2.200
4.500,-5.760,2.300
-4.500,-5.760,2.300
-4.500,-6.760,2.300
4.500,-6.760,2.300
4.500,-5.760,2.300
4.500,-6.760,2.300
4.500,-6.760,2.400
4.500,-5.760,2.400
-4.500,-5.760,2.400
-4.500,-6.760,2.400
4.500,-6.760,2.400
4.500,-5.760,2.400
4.500,-5.760,2.500
-4.500,-5.760,2.500
-4.500,-6.760,2.500
4.500,-6.760,2.500
4.500,-5.760,2.500
4.500,-5.760,2.600
-4.500,-5.760,2.600
-4.500,-6.760,2.600
4.500,-6.760,2.600
4.500,-5.760,2.600
-4.500,-5.760,2.600
-4.500,-5.760,2.700
-4.500,-6.760,2.700
